rank,tp,dp,phase,batch_per_dp,chunk,ms,graph_ms,dynamic_peak_bytes,state_bytes
10,8,2,decode,2,1,1.1408640146255493,0.07487253348032634,84992,860160
10,8,2,decode,4,1,1.1256320476531982,0.07554346720377604,169472,1720320
10,8,2,decode,16,1,1.0422719717025757,0.07682560284932455,676352,6881280
10,8,2,decode,64,1,0.954912006855011,0.09166719913482665,2705408,27525120
10,16,1,decode,2,1,1.2021440267562866,0.08386240005493165,57344,430080
10,16,1,decode,4,1,1.0848000049591064,0.08553173542022705,114176,860160
10,16,1,decode,16,1,0.9490240216255188,0.07629120349884033,455168,3440640
10,16,1,decode,64,1,0.9465600252151489,0.08629759947458902,1820672,13762560
11,1,16,decode,2,1,0.5985919833183289,0.1535221258799235,492544,6881280
11,1,16,decode,4,1,0.5553920269012451,0.1559999942779541,985088,13762560
11,1,16,decode,16,1,0.5724160075187683,0.179859193166097,4398080,55050240
11,1,16,decode,64,1,0.6010879874229431,0.2572757403055827,15822848,220200960
11,2,8,decode,2,1,0.7768959999084473,0.10508586565653483,250880,3440640
11,2,8,decode,4,1,0.7670400142669678,0.10710826714833578,501248,6881280
11,2,8,decode,16,1,0.7641280293464661,0.12148160139719645,2004480,27525120
11,2,8,decode,64,1,0.6635199785232544,0.17125333150227864,8083456,110100480
11,4,4,decode,2,1,0.9829440116882324,0.07901120185852051,140288,1720320
11,4,4,decode,4,1,0.9708799719810486,0.0804416020711263,280064,3440640
11,4,4,decode,16,1,0.9831039905548096,0.08457386493682861,1119232,13762560
11,4,4,decode,64,1,0.9267200231552124,0.11373226642608643,4935680,55050240
11,8,2,decode,2,1,1.1367679834365845,0.07488213380177816,84992,860160
11,8,2,decode,4,1,1.1205439567565918,0.07553706963857015,169472,1720320
11,8,2,decode,16,1,1.0394879579544067,0.0768725315729777,676352,6881280
11,8,2,decode,64,1,0.948639988899231,0.09166826407114664,2705408,27525120
11,16,1,decode,2,1,1.2003519535064697,0.08381226857503256,57344,430080
11,16,1,decode,4,1,1.0839680433273315,0.08544960021972656,114176,860160
11,16,1,decode,16,1,0.9615679979324341,0.07631039619445801,455168,3440640
11,16,1,decode,64,1,0.9407359957695007,0.08622612953186035,1820672,13762560
12,1,16,decode,2,1,0.8125119805335999,0.15376532872517903,492544,6881280
12,1,16,decode,4,1,0.6187840104103088,0.15792320569356283,985088,13762560
12,1,16,decode,16,1,0.8567360043525696,0.17849173545837402,4398080,55050240
12,1,16,decode,64,1,0.6503999829292297,0.2596682707468669,15822848,220200960
12,2,8,decode,2,1,1.0602240562438965,0.10743359724680583,250880,3440640
12,2,8,decode,4,1,0.839680016040802,0.10791253248850505,501248,6881280
12,2,8,decode,16,1,0.8392959833145142,0.12339306672414144,2004480,27525120
12,2,8,decode,64,1,0.7479680180549622,0.1698784033457438,8017920,110100480
12,4,4,decode,2,1,1.0361599922180176,0.07946453094482422,140288,1720320
12,4,4,decode,4,1,1.0567679405212402,0.07978346347808837,280064,3440640
12,4,4,decode,16,1,0.990015983581543,0.08599039713541666,1119232,13762560
